sensor; pin; pulses; LPO; avg pulse length; minduration; maxduration; glighttime; altitude;gpstime 
0;low;1;0.01;164;164;164;;;
0;high;0;0;0;0;0;44659.8;01:09:45;20:21:06
1;low;0;0;0;0;0;;;
1;high;0;0;0;0;0;44659.8;01:09:45;20:21:06
0;low;20;0.16;233;2;532;;;
0;high;0;0;0;0;0;45068.88;01:10:15;20:21:36
1;low;6;0.17;871;23;1626;;;
1;high;6;0.35;1747;977;3243;45068.88;01:10:15;20:21:36
0;low;3;0.02;174;146;203;;;
0;high;0;0;0;0;0;45499.6;01:10:45;20:22:06
1;low;1;0.11;3358;3358;3358;;;
1;high;1;0.06;1786;1786;1786;45499.6;01:10:45;20:22:06
0;low;14;0.15;315;8;776;;;
0;high;0;0;0;0;0;45928.03;01:11:15;20:22:36
1;low;5;0.13;778;166;2227;;;
1;high;4;0.28;2122;439;4930;45928.03;01:11:15;20:22:36
0;low;34;0.33;294;2;1603;;;
0;high;0;0;0;0;0;46322.35;01:11:45;20:23:07
1;low;9;0.4;1346;75;4445;;;
1;high;3;0.3;2967;863;7035;46322.35;01:11:45;20:23:07
0;low;40;0.3;225;2;1069;;;
0;high;0;0;0;0;0;46721.91;01:12:15;20:23:36
1;low;10;0.28;826;43;1688;;;
1;high;6;0.15;771;478;1185;46721.91;01:12:15;20:23:36
0;low;32;0.29;275;7;1179;;;
0;high;0;0;0;0;0;47119.83;01:12:45;20:24:07
1;low;12;0.57;1436;38;4706;;;
1;high;8;0.39;1468;276;4488;47119.83;01:12:45;20:24:07
0;low;28;0.23;247;4;1174;;;
0;high;0;0;0;0;0;47526.28;01:13:15;20:24:36
1;low;7;0.55;2358;126;8829;;;
1;high;3;0.24;2374;574;5953;47526.28;01:13:15;20:24:36
0;low;43;0.28;192;15;652;;;
0;high;0;0;0;0;0;47944.54;01:13:46;20:25:07
1;low;9;0.29;952;142;1905;;;
1;high;6;0.26;1279;377;5044;47944.54;01:13:46;20:25:07
0;low;28;0.3;323;6;1170;;;
0;high;0;0;0;0;0;48379.21;01:14:16;20:25:36
1;low;13;0.45;1029;71;5642;;;
1;high;6;0.22;1091;589;1638;48379.21;01:14:16;20:25:36
0;low;34;0.31;273;4;1023;;;
0;high;0;0;0;0;0;48820.1;01:14:46;20:26:07
1;low;11;0.3;819;91;1786;;;
1;high;7;0.18;767;273;1333;48820.1;01:14:46;20:26:07
0;low;29;0.28;294;2;1303;;;
0;high;0;0;0;0;0;49245.58;01:15:16;20:26:36
1;low;9;0.24;804;267;1943;;;
1;high;5;0.42;2540;983;5165;49245.58;01:15:16;20:26:36
0;low;23;0.18;232;6;981;;;
0;high;0;0;0;0;0;49662.2;01:15:46;20:27:07
1;low;5;0.1;595;90;1130;;;
1;high;2;0.04;638;628;648;49662.2;01:15:46;20:27:07
0;low;28;0.22;236;12;945;;;
0;high;0;0;0;0;0;50072.59;01:16:16;20:27:36
1;low;10;0.32;960;200;3893;;;
1;high;10;0.2;600;88;1535;50072.59;01:16:16;20:27:36
0;low;40;0.3;224;5;1094;;;
0;high;0;0;0;0;0;50502;01:16:46;20:28:08
1;low;10;0.28;837;157;4686;;;
1;high;3;0.23;2333;351;5397;50502;01:16:46;20:28:08
0;low;27;0.19;208;3;865;;;
0;high;0;0;0;0;0;50916.66;01:17:16;20:28:38
1;low;8;0.14;539;193;1132;;;
1;high;6;0.47;2333;537;5759;50916.66;01:17:16;20:28:38
0;low;24;0.23;287;4;1004;;;
0;high;0;0;0;0;0;51348.04;01:17:46;20:29:08
1;low;6;0.23;1138;180;5051;;;
1;high;2;0.04;635;580;691;51348.04;01:17:46;20:29:08
0;low;21;0.16;224;14;828;;;
0;high;0;0;0;0;0;51786.64;01:18:17;20:29:38
1;low;2;0.11;1665;1634;1696;;;
1;high;2;0.19;2872;1287;4457;51786.64;01:18:17;20:29:38
0;low;28;0.25;262;1;1173;;;
0;high;0;0;0;0;0;52226.55;01:18:47;20:30:08
1;low;12;0.22;543;146;1173;;;
1;high;7;0.53;2265;365;5597;52226.55;01:18:47;20:30:08
0;low;23;0.24;313;15;1279;;;
0;high;0;0;0;0;0;52666.79;01:19:17;20:30:38
1;low;8;0.36;1338;157;5337;;;
1;high;3;0.34;3359;2697;4522;52666.79;01:19:17;20:30:38
0;low;34;0.32;283;2;1223;;;
0;high;0;0;0;0;0;53080.79;01:19:47;20:31:08
1;low;10;0.17;513;109;1140;;;
1;high;6;0.25;1238;405;3301;53080.79;01:19:47;20:31:08
0;low;25;0.24;284;9;932;;;
0;high;0;0;0;0;0;53487.9;01:20:17;20:31:38
1;low;8;0.23;862;149;1677;;;
1;high;5;0.31;1875;667;4764;53487.9;01:20:17;20:31:38
0;low;28;0.25;270;1;971;;;
0;high;0;0;0;0;0;53882.54;01:20:47;20:32:08
1;low;7;0.39;1656;202;8140;;;
1;high;5;0.5;2984;946;7554;53882.54;01:20:47;20:32:08
0;low;27;0.25;278;22;1439;;;
0;high;0;0;0;0;0;54253.89;01:21:17;20:32:38
1;low;6;0.18;897;275;1933;;;
1;high;7;0.46;1974;959;5460;54253.89;01:21:17;20:32:38
0;low;30;0.25;246;14;1160;;;
0;high;0;0;0;0;0;54659.36;01:21:47;20:33:08
1;low;7;0.19;814;51;1668;;;
1;high;5;0.23;1382;462;3332;54659.36;01:21:47;20:33:08
0;low;32;0.25;234;7;1055;;;
0;high;0;0;0;0;0;55079.59;01:22:17;20:33:39
1;low;7;0.28;1179;111;4851;;;
1;high;3;0.21;2109;629;4644;55079.59;01:22:17;20:33:39
0;low;43;0.31;216;4;1256;;;
0;high;0;0;0;0;0;55552.31;01:22:48;20:34:08
1;low;5;0.12;711;335;1552;;;
1;high;3;0.26;2594;746;5279;55552.31;01:22:48;20:34:08
0;low;56;0.38;205;5;826;;;
0;high;0;0;0;0;0;56026.34;01:23:18;20:34:39
1;low;10;0.14;418;132;1732;;;
1;high;4;0.08;608;318;797;56026.34;01:23:18;20:34:39
0;low;38;0.43;339;11;1075;;;
0;high;0;0;0;0;0;56495.77;01:23:48;20:35:08
1;low;15;0.42;831;40;2478;;;
1;high;9;0.41;1372;447;2922;56495.77;01:23:48;20:35:08
0;low;34;0.42;367;10;929;;;
0;high;0;0;0;0;0;56973.08;01:24:18;20:35:39
1;low;13;0.32;736;191;2773;;;
1;high;7;0.13;558;62;1124;56973.08;01:24:18;20:35:39
0;low;42;0.39;278;2;1150;;;
0;high;0;0;0;0;0;57424.47;01:24:48;20:36:08
1;low;14;0.36;768;89;2208;;;
1;high;7;0.38;1641;102;2964;57424.47;01:24:48;20:36:08
0;low;31;0.29;284;1;934;;;
0;high;0;0;0;0;0;57864.71;01:25:18;20:36:40
1;low;8;0.24;903;88;2012;;;
1;high;6;0.19;959;501;1691;57864.71;01:25:18;20:36:40
0;low;34;0.24;215;1;1289;;;
0;high;0;0;0;0;0;58253.12;01:25:48;20:37:08
1;low;7;0.26;1124;139;3260;;;
1;high;4;0.38;2866;839;5863;58253.12;01:25:48;20:37:08
0;low;26;0.25;290;9;1030;;;
0;high;0;0;0;0;0;58658.26;01:26:18;20:37:39
1;low;7;0.24;1013;95;3034;;;
1;high;6;0.26;1277;338;4337;58658.26;01:26:18;20:37:39
0;low;23;0.2;267;6;961;;;
0;high;0;0;0;0;0;59087.68;01:26:48;20:38:10
1;low;6;0.36;1787;201;5807;;;
1;high;4;0.16;1176;591;2204;59087.68;01:26:48;20:38:10
0;low;33;0.35;314;7;1056;;;
0;high;0;0;0;0;0;59499.05;01:27:18;20:38:40
1;low;7;0.22;961;249;2646;;;
1;high;6;0.52;2623;1356;4917;59499.05;01:27:19;20:38:40
0;low;29;0.29;296;1;933;;;
0;high;0;0;0;0;0;59922.89;01:27:49;20:39:10
1;low;12;0.46;1152;139;6438;;;
1;high;6;0.27;1332;571;2922;59922.89;01:27:49;20:39:10
0;low;42;0.33;234;9;967;;;
0;high;0;0;0;0;0;60338.2;01:28:19;20:39:40
1;low;19;0.57;903;69;4431;;;
1;high;10;0.54;1625;193;4595;60338.2;01:28:19;20:39:40
0;low;29;0.26;270;7;908;;;
0;high;0;0;0;0;0;60787.29;01:28:49;20:40:10
1;low;10;0.55;1639;175;4605;;;
1;high;8;0.45;1678;489;4606;60787.29;01:28:49;20:40:10
0;low;31;0.3;291;9;918;;;
0;high;0;0;0;0;0;61240;01:29:19;20:40:40
1;low;10;0.15;454;110;1800;;;
1;high;6;0.51;2549;326;6498;61240;01:29:19;20:40:40
0;low;29;0.34;348;23;1347;;;
0;high;0;0;0;0;0;61692.05;01:29:49;20:41:10
1;low;11;0.49;1328;154;4091;;;
1;high;8;0.24;915;43;2422;61692.05;01:29:49;20:41:10
0;low;38;0.26;205;6;1229;;;
0;high;0;0;0;0;0;62120.15;01:30:19;20:41:40
1;low;11;0.43;1172;87;5723;;;
1;high;6;0.43;2166;415;5866;62120.15;01:30:19;20:41:40
0;low;35;0.21;182;1;729;;;
0;high;0;0;0;0;0;62511.84;01:30:49;20:42:10
1;low;9;0.44;1470;169;6818;;;
1;high;5;0.48;2903;588;8366;62511.84;01:30:49;20:42:10
0;low;37;0.36;289;3;1003;;;
0;high;0;0;0;0;0;62946.18;01:31:19;20:42:40
1;low;18;0.44;732;134;2243;;;
1;high;13;0.52;1198;141;2545;62946.18;01:31:19;20:42:40
0;low;35;0.23;197;2;709;;;
0;high;0;0;0;0;0;63379.2;01:31:49;20:43:10
1;low;15;0.75;1505;45;13645;;;
1;high;10;0.23;689;112;1443;63379.2;01:31:50;20:43:10
0;low;46;0.29;189;2;859;;;
0;high;0;0;0;0;0;63852.25;01:32:20;20:43:40
1;low;17;0.53;934;150;4115;;;
1;high;12;0.3;753;83;1602;63852.25;01:32:20;20:43:40
0;low;23;0.24;307;13;936;;;
0;high;0;0;0;0;0;64316.11;01:32:50;20:44:11
1;low;8;0.43;1630;86;5037;;;
1;high;6;0.32;1618;559;4714;64316.11;01:32:50;20:44:11
0;low;36;0.23;193;6;814;;;
0;high;0;0;0;0;0;64773.07;01:33:20;20:44:40
1;low;5;0.34;2018;85;7765;;;
1;high;4;0.31;2338;635;6899;64773.07;01:33:20;20:44:40
0;low;42;0.28;196;2;810;;;
0;high;0;0;0;0;0;65252.03;01:33:50;20:45:11
1;low;11;0.48;1317;119;2307;;;
1;high;8;0.25;948;101;2798;65252.03;01:33:50;20:45:11
0;low;24;0.16;203;2;688;;;
0;high;0;0;0;0;0;65704.73;01:34:20;20:45:40
1;low;5;0.09;523;299;795;;;
1;high;3;0.47;4741;880;12361;65704.73;01:34:20;20:45:40
0;low;31;0.3;288;6;969;;;
0;high;0;0;0;0;0;66168.59;01:34:50;20:46:11
1;low;11;0.52;1415;83;6971;;;
1;high;6;0.41;2056;520;5718;66168.59;01:34:50;20:46:11
0;low;49;0.33;204;1;939;;;
0;high;0;0;0;0;0;66474.99;01:35:20;20:46:40
1;low;20;0.54;805;153;4308;;;
1;high;15;0.57;1135;56;4787;66474.99;01:35:20;20:46:40
0;low;42;0.37;263;3;1191;;;
0;high;0;0;0;0;0;66032.45;01:35:50;20:47:11
1;low;12;0.38;951;195;4094;;;
1;high;8;0.46;1739;602;6739;66032.45;01:35:50;20:47:11
0;low;49;0.33;200;6;1074;;;
0;high;0;0;0;0;0;65672.59;01:36:20;20:47:40
1;low;6;0.21;1039;94;3171;;;
1;high;5;0.14;819;312;1126;65672.59;01:36:21;20:47:40
0;low;30;0.22;223;14;1132;;;
0;high;0;0;0;0;0;65356.68;01:36:51;20:48:11
1;low;1;0.03;1045;1045;1045;;;
1;high;4;0.29;2175;493;4312;65356.68;01:36:51;20:48:11
0;low;29;0.18;186;1;705;;;
0;high;0;0;0;0;0;65057.16;01:37:21;20:48:42
1;low;6;0.27;1354;149;6525;;;
1;high;4;0.38;2842;591;5630;65057.16;01:37:21;20:48:42
0;low;26;0.23;270;35;862;;;
0;high;0;0;0;0;0;64779.31;01:37:51;20:49:12
1;low;5;0.54;3252;179;5642;;;
1;high;4;0.38;2880;863;5528;64779.31;01:37:51;20:49:12
0;low;24;0.27;334;3;1548;;;
0;high;0;0;0;0;0;64507.68;01:38:21;20:49:42
1;low;2;0.43;6458;817;12099;;;
1;high;1;0.01;348;348;348;64507.68;01:38:21;20:49:42
0;low;14;0.08;174;36;522;;;
0;high;0;0;0;0;0;64240.66;01:38:51;20:50:12
1;low;1;0.01;327;327;327;;;
1;high;1;0.05;1591;1591;1591;64240.66;01:38:51;20:50:12
0;low;15;0.13;267;28;1377;;;
0;high;0;0;0;0;0;63991.01;01:39:21;20:50:42
1;low;0;0;0;0;0;;;
1;high;0;0;0;0;0;63991.01;01:39:21;20:50:42
0;low;2;0.02;250;223;277;;;
0;high;0;0;0;0;0;63739.07;01:39:51;20:51:12
1;low;0;0;0;0;0;;;
1;high;0;0;0;0;0;63739.07;01:39:51;20:51:12
0;low;15;0.08;167;3;1066;;;
0;high;0;0;0;0;0;63479.59;01:40:21;20:51:42
1;low;1;0.06;1888;1888;1888;;;
1;high;1;0.06;1888;1888;1888;63479.59;01:40:21;20:51:42
0;low;30;0.27;266;16;1471;;;
0;high;0;0;0;0;0;63209.6;01:40:51;20:52:12
1;low;0;0;0;0;0;;;
1;high;0;0;0;0;0;63209.6;01:40:51;20:52:12
0;low;26;0.23;265;5;1480;;;
0;high;0;0;0;0;0;62936.01;01:41:22;20:52:42
1;low;2;0.18;2644;1086;4203;;;
1;high;0;0;0;0;0;62936.01;01:41:22;20:52:42
0;low;32;0.21;201;17;1061;;;
0;high;0;0;0;0;0;62639.13;01:41:52;20:53:12
1;low;3;0.3;2953;364;6180;;;
1;high;1;0.08;2499;2499;2499;62639.13;01:41:52;20:53:12
0;low;37;0.27;219;5;1020;;;
0;high;0;0;0;0;0;62347.49;01:42:22;20:53:43
1;low;2;0.33;4957;648;9267;;;
1;high;1;0.04;1106;1106;1106;62347.49;01:42:22;20:53:43
0;low;21;0.21;295;14;887;;;
0;high;0;0;0;0;0;62081.12;01:42:52;20:54:12
1;low;5;0.53;3168;47;8075;;;
1;high;2;0.55;8241;6178;10304;62081.12;01:42:52;20:54:12
0;low;26;0.26;298;6;1338;;;
0;high;0;0;0;0;0;61823.93;01:43:22;20:54:43
1;low;2;0.33;5002;419;9586;;;
1;high;0;0;0;0;0;61823.93;01:43:22;20:54:43
0;low;2;0.02;234;204;265;;;
0;high;0;0;0;0;0;61582.16;01:43:52;20:55:12
1;low;1;0.05;1359;1359;1359;;;
1;high;1;0.05;1625;1625;1625;61582.16;01:43:52;20:55:12
0;low;22;0.13;176;5;857;;;
0;high;0;0;0;0;0;61354.49;01:44:22;20:55:43
1;low;1;0.71;21181;21181;21181;;;
1;high;0;0;0;0;0;61354.49;01:44:22;20:55:43
0;low;7;0.08;322;50;822;;;
0;high;0;0;0;0;0;61124.86;01:44:52;20:56:12
1;low;0;0;0;0;0;;;
1;high;0;0;0;0;0;61124.86;01:44:52;20:56:12
0;low;25;0.18;217;5;1002;;;
0;high;0;0;0;0;0;60869.3;01:45:22;20:56:43
1;low;3;0.2;2036;27;4713;;;
1;high;1;0.05;1516;1516;1516;60869.3;01:45:22;20:56:43
0;low;43;0.24;166;16;947;;;
0;high;0;0;0;0;0;60571.44;01:45:53;20:57:12
1;low;1;0.02;698;698;698;;;
1;high;0;0;0;0;0;60571.44;01:45:53;20:57:12
0;low;50;0.34;202;4;1077;;;
0;high;0;0;0;0;0;60240.44;01:46:23;20:57:43
1;low;2;0.05;753;722;785;;;
1;high;2;0.12;1740;1172;2309;60240.44;01:46:23;20:57:43
0;low;29;0.25;260;5;1486;;;
0;high;0;0;0;0;0;59913.37;01:46:53;20:58:12
1;low;2;0.06;923;335;1512;;;
1;high;1;0.29;8629;8629;8629;59913.37;01:46:53;20:58:12
0;low;16;0.13;237;1;1157;;;
0;high;0;0;0;0;0;59608.29;01:47:23;20:58:43
1;low;1;0.19;5810;5810;5810;;;
1;high;3;0.07;689;457;826;59608.29;01:47:23;20:58:43
0;low;32;0.22;207;5;1015;;;
0;high;0;0;0;0;0;59321.91;01:47:53;20:59:14
1;low;1;0.26;7735;7735;7735;;;
1;high;2;0.06;908;880;937;59321.91;01:47:53;20:59:14
0;low;14;0.12;264;17;918;;;
0;high;0;0;0;0;0;59086.36;01:48:23;20:59:44
1;low;1;0.56;16672;16672;16672;;;
1;high;0;0;0;0;0;59086.36;01:48:23;20:59:44
0;low;11;0.1;281;48;1013;;;
0;high;0;0;0;0;0;58879.37;01:48:53;21:00:14
1;low;4;0.03;256;72;460;;;
1;high;0;0;0;0;0;58879.37;01:48:53;21:00:14
0;low;32;0.22;205;7;996;;;
0;high;0;0;0;0;0;58670.73;01:49:23;21:00:44
1;low;3;0.12;1152;603;2119;;;
1;high;1;0.16;4880;4880;4880;58670.73;01:49:23;21:00:44
0;low;16;0.15;283;14;1436;;;
0;high;0;0;0;0;0;58449.63;01:49:53;21:01:14
1;low;3;0.08;804;173;1365;;;
1;high;2;0.04;533;267;799;58449.63;01:49:53;21:01:14
0;low;27;0.3;330;20;1149;;;
0;high;0;0;0;0;0;58205.88;01:50:24;21:01:44
1;low;4;0.18;1316;387;3290;;;
1;high;2;0.08;1221;897;1546;58205.88;01:50:24;21:01:44
0;low;19;0.17;268;9;1352;;;
0;high;0;0;0;0;0;57921.46;01:50:54;21:02:14
1;low;4;0.29;2191;491;5850;;;
1;high;3;0.07;677;476;925;57921.46;01:50:54;21:02:14
0;low;39;0.29;221;4;942;;;
0;high;0;0;0;0;0;57658.7;01:51:24;21:02:44
1;low;2;0.26;3828;547;7109;;;
1;high;0;0;0;0;0;57658.7;01:51:24;21:02:44
0;low;45;0.33;223;6;975;;;
0;high;0;0;0;0;0;57382.48;01:51:54;21:03:14
1;low;0;0;0;0;0;;;
1;high;0;0;0;0;0;57382.48;01:51:54;21:03:14
0;low;9;0.06;200;8;1057;;;
0;high;0;0;0;0;0;57091.83;01:52:24;21:03:44
1;low;0;0;0;0;0;;;
1;high;0;0;0;0;0;57091.83;01:52:24;21:03:44
0;low;25;0.25;304;5;1261;;;
0;high;0;0;0;0;0;56809.06;01:52:54;21:04:15
1;low;6;0.61;3028;635;8849;;;
1;high;5;0.21;1245;730;1632;56809.06;01:52:54;21:04:15
0;low;39;0.31;242;3;1204;;;
0;high;0;0;0;0;0;56431.48;01:53:24;21:04:44
1;low;13;0.34;780;138;3051;;;
1;high;11;0.58;1584;220;3371;56431.48;01:53:24;21:04:44
0;low;33;0.29;264;2;1267;;;
0;high;0;0;0;0;0;56066.03;01:53:54;21:05:15
1;low;10;0.58;1741;127;5485;;;
1;high;8;0.61;2274;416;5870;56066.03;01:53:54;21:05:15
0;low;15;0.27;547;24;1146;;;
0;high;0;0;0;0;0;55685.49;01:54:24;21:05:44
1;low;7;0.36;1548;291;6031;;;
1;high;7;0.36;1531;385;5729;55685.49;01:54:24;21:05:44
0;low;38;0.32;251;1;1158;;;
0;high;0;0;0;0;0;55291.18;01:54:54;21:06:15
1;low;9;0.49;1628;117;5184;;;
1;high;8;0.24;883;415;1407;55291.18;01:54:54;21:06:15
0;low;28;0.3;326;7;1258;;;
0;high;0;0;0;0;0;54907.69;01:55:25;21:06:44
1;low;14;0.47;1015;84;3053;;;
1;high;9;0.68;2256;296;7916;54907.69;01:55:25;21:06:44
0;low;17;0.22;386;1;1060;;;
0;high;0;0;0;0;0;54635.08;01:55:55;21:07:15
1;low;3;0.2;1977;576;4478;;;
1;high;6;0.16;779;413;1174;54635.08;01:55:55;21:07:15
0;low;19;0.17;270;7;901;;;
0;high;0;0;0;0;0;54349.02;01:56:25;21:07:44
1;low;3;0.21;2070;1130;3936;;;
1;high;5;0.11;669;493;901;54349.02;01:56:25;21:07:44
0;low;41;0.34;251;21;1458;;;
0;high;0;0;0;0;0;54074.78;01:56:55;21:08:15
1;low;1;0.22;6530;6530;6530;;;
1;high;1;0.21;6187;6187;6187;54074.78;01:56:55;21:08:15
0;low;29;0.28;289;2;1030;;;
0;high;0;0;0;0;0;53840.22;01:57:25;21:08:44
1;low;4;0.31;2317;325;6862;;;
1;high;2;0.45;6777;6702;6853;53840.22;01:57:25;21:08:44
0;low;4;0.06;454;178;796;;;
0;high;0;0;0;0;0;53568.6;01:57:55;21:09:15
1;low;1;0.04;1344;1344;1344;;;
1;high;2;0.07;984;796;1173;53568.6;01:57:55;21:09:15
0;low;18;0.25;422;37;1149;;;
0;high;0;0;0;0;0;53274.34;01:58:25;21:09:46
1;low;5;0.41;2435;1335;4819;;;
1;high;7;0.36;1534;510;3945;53274.34;01:58:25;21:09:46
0;low;26;0.35;409;3;1144;;;
0;high;0;0;0;0;0;53010.59;01:58:55;21:10:16
1;low;7;0.19;813;17;2195;;;
1;high;3;0.19;1888;926;2939;53010.59;01:58:55;21:10:16
0;low;36;0.21;173;3;715;;;
0;high;0;0;0;0;0;52719.28;01:59:25;21:10:46
1;low;6;0.09;461;135;911;;;
1;high;3;0.09;855;715;1130;52719.28;01:59:26;21:10:46
0;low;43;0.3;211;11;861;;;
0;high;0;0;0;0;0;52449.95;01:59:56;21:11:16
1;low;2;0.09;1293;770;1817;;;
1;high;2;0.24;3649;1009;6289;52449.95;01:59:56;21:11:16
0;low;15;0.12;234;26;1140;;;
0;high;0;0;0;0;0;52178.99;02:00:26;21:11:46
1;low;4;0.63;4721;183;17210;;;
1;high;1;0.04;1303;1303;1303;52178.99;02:00:26;21:11:46
0;low;20;0.18;266;34;1109;;;
0;high;0;0;0;0;0;51924.75;02:00:56;21:12:16
1;low;1;0.37;11244;11244;11244;;;
1;high;2;0.11;1716;547;2886;51924.75;02:00:56;21:12:16
0;low;32;0.28;265;4;1074;;;
0;high;0;0;0;0;0;51673.79;02:01:26;21:12:46
1;low;5;0.33;1985;589;6678;;;
1;high;2;0.06;826;739;913;51673.79;02:01:26;21:12:46
0;low;38;0.32;250;6;965;;;
0;high;0;0;0;0;0;51428.74;02:01:56;21:13:16
1;low;2;0.07;1000;741;1259;;;
1;high;3;0.1;1043;899;1243;51428.74;02:01:56;21:13:16
0;low;28;0.22;232;3;1028;;;
0;high;0;0;0;0;0;51162.7;02:02:26;21:13:46
1;low;1;0.06;1920;1920;1920;;;
1;high;1;0.04;1076;1076;1076;51162.7;02:02:26;21:13:46
0;low;12;0.12;306;35;1035;;;
0;high;0;0;0;0;0;50907.47;02:02:56;21:14:16
1;low;2;0.06;940;411;1469;;;
1;high;1;0.27;8029;8029;8029;50907.47;02:02:56;21:14:16
0;low;39;0.22;170;10;1030;;;
0;high;0;0;0;0;0;50648.31;02:03:26;21:14:47
1;low;2;0.09;1419;1067;1772;;;
1;high;1;0.03;947;947;947;50648.31;02:03:26;21:14:47
0;low;8;0.07;255;21;897;;;
0;high;0;0;0;0;0;50384.89;02:03:56;21:15:16
1;low;1;0.18;5348;5348;5348;;;
1;high;1;0.07;1973;1973;1973;50384.89;02:03:57;21:15:16
0;low;22;0.16;212;13;1125;;;
0;high;0;0;0;0;0;50127.38;02:04:27;21:15:47
1;low;1;0.02;506;506;506;;;
1;high;1;0.03;995;995;995;50127.38;02:04:27;21:15:47
0;low;50;0.38;230;4;1051;;;
0;high;0;0;0;0;0;49882.65;02:04:57;21:16:16
1;low;3;0.34;3429;1130;7029;;;
1;high;2;0.07;981;821;1142;49882.65;02:04:57;21:16:16
0;low;39;0.28;213;1;719;;;
0;high;0;0;0;0;0;49626.44;02:05:27;21:16:47
1;low;3;0.37;3706;576;9505;;;
1;high;2;0.34;5115;1026;9204;49626.44;02:05:27;21:16:47
0;low;12;0.13;313;7;1061;;;
0;high;0;0;0;0;0;49354.49;02:05:57;21:17:16
1;low;1;0.02;502;502;502;;;
1;high;0;0;0;0;0;49354.49;02:05:57;21:17:16
0;low;22;0.21;287;2;1551;;;
0;high;0;0;0;0;0;49098.94;02:06:27;21:17:47
1;low;5;0.19;1145;313;3165;;;
1;high;4;0.27;2050;842;3637;49098.94;02:06:27;21:17:47
0;low;38;0.36;282;1;1111;;;
0;high;0;0;0;0;0;48847;02:06:57;21:18:16
1;low;3;0.06;602;209;996;;;
1;high;2;0.23;3499;824;6175;48847;02:06:57;21:18:16
0;low;14;0.12;258;30;873;;;
0;high;0;0;0;0;0;48598.01;02:07:27;21:18:47
1;low;3;0.37;3687;578;5319;;;
1;high;2;0.26;3865;873;6858;48598.01;02:07:27;21:18:47
0;low;46;0.36;234;1;1028;;;
0;high;0;0;0;0;0;48324.09;02:07:57;21:19:18
1;low;6;0.23;1159;91;2722;;;
1;high;2;0.07;1016;994;1038;48324.09;02:07:57;21:19:18
0;low;22;0.19;261;14;1242;;;
0;high;0;0;0;0;0;48048.21;02:08:27;21:19:48
1;low;6;0.37;1837;215;8421;;;
1;high;4;0.07;516;334;684;48048.21;02:08:28;21:19:48
0;low;29;0.19;193;7;844;;;
0;high;0;0;0;0;0;47766.09;02:08:58;21:20:18
1;low;3;0.22;2210;266;5917;;;
1;high;2;0.37;5551;841;10261;47766.09;02:08:58;21:20:18
0;low;32;0.24;228;4;1257;;;
0;high;0;0;0;0;0;47428.85;02:09:28;21:20:48
1;low;5;0.37;2213;242;7348;;;
1;high;3;0.45;4530;624;8775;47428.85;02:09:28;21:20:48
0;low;18;0.19;312;1;1128;;;
0;high;0;0;0;0;0;47096.21;02:09:58;21:21:18
1;low;2;0.07;1018;613;1424;;;
1;high;3;0.05;545;294;726;47096.21;02:09:58;21:21:18
0;low;45;0.29;192;3;956;;;
0;high;0;0;0;0;0;46791.13;02:10:28;21:21:48
1;low;18;0.23;381;43;1136;;;
1;high;7;0.13;536;46;1069;46791.13;02:10:28;21:21:48
0;low;55;0.1;56;6;466;;;
0;high;0;0;0;0;0;46487.68;02:10:58;21:22:18
1;low;12;0.65;1635;82;8367;;;
1;high;14;0.57;1228;82;5948;46487.68;02:10:58;21:22:18
0;low;58;0.35;182;6;913;;;
0;high;0;0;0;0;0;46216.06;02:11:28;21:22:48
1;low;27;0.42;466;17;2077;;;
1;high;16;0.4;751;119;1929;46216.06;02:11:28;21:22:48
0;low;92;0.22;73;7;556;;;
0;high;0;0;0;0;0;45926.06;02:11:58;21:23:18
1;low;33;0.58;530;21;2220;;;
1;high;40;0.6;452;122;1505;45926.06;02:11:58;21:23:18
0;low;97;0.22;68;1;550;;;
0;high;0;0;0;0;0;45619.01;02:12:28;21:23:48
1;low;36;0.56;462;18;1560;;;
1;high;31;0.59;569;83;1900;45619.01;02:12:28;21:23:48
